sex,age,educ,income,married,race
1,75,9,14500,0,1
0,63,9,31700,0,1
0,50,12,48500,1,1
0,46,11,9000,0,3
0,70,4,12800,1,4
0,25,8,21000,0,2
1,72,9,12900,0,1
0,70,9,8000,1,1
1,47,11,69400,0,1
0,24,13,68000,0,4
0,44,16,287000,1,1
0,24,13,30000,1,1
1,73,14,0,1,1
1,48,14,39000,1,1
0,42,7,54500,1,2
0,70,14,30800,1,1
1,47,11,6400,1,1
0,48,13,35000,0,1
0,43,13,40000,1,1
1,59,10,30220,0,1
0,18,7,1500,0,1
1,88,9,46300,0,1
1,59,13,51080,0,2
0,29,13,50000,0,2
1,59,13,23600,0,1
1,48,11,35000,1,1
0,52,11,75000,1,1
1,21,9,9000,0,2
0,26,11,31250,1,1
0,62,11,21200,0,3
0,23,6,0,0,2
1,70,14,39800,1,1
1,50,9,21200,0,1
1,43,6,4100,1,1
0,32,9,33140,1,1
1,32,12,23900,1,1
0,51,9,12000,0,1
0,34,13,71000,0,4
0,28,2,6000,0,2
1,26,13,48800,0,2
0,19,9,13400,0,1
0,29,6,0,0,3
0,56,11,68200,0,1
1,49,1,6000,0,2
1,80,9,0,1,1
0,79,12,20000,1,1
0,57,13,10000,1,1
0,82,11,23840,1,1
0,29,14,53800,1,1
0,53,9,40000,0,1
0,21,10,14400,1,1
0,28,7,20000,1,2
1,48,11,6200,0,4
1,36,15,0,1,2
1,36,5,0,1,2
1,21,11,3000,0,1
1,58,11,15250,0,1
0,30,1,16900,0,4
1,42,15,18000,1,1
0,33,12,105000,1,3
0,39,11,22700,1,2
1,32,8,5000,1,1
0,25,3,34000,1,2
1,18,11,0,0,2
1,20,9,3000,1,2
0,58,9,71000,1,1
1,40,12,32900,0,4
1,74,10,9300,0,4
0,55,14,30000,0,1
1,26,11,2300,0,2
0,29,9,1800,0,2
1,48,11,18500,1,1
0,40,9,60000,1,2
1,75,9,18600,1,1
0,18,8,0,0,3
0,52,9,34200,0,1
1,45,7,0,0,3
0,35,14,146800,1,1
1,19,9,0,0,3
1,34,1,4800,1,2
0,35,9,28000,1,2
1,37,12,40000,1,1
1,24,10,10900,0,1
0,32,9,12000,0,2
1,78,9,8400,0,1
0,46,11,11000,0,3
0,59,1,18000,1,2
1,44,5,0,1,2
1,45,14,40800,0,2
0,29,4,20000,1,2
1,23,13,35000,0,4
1,31,13,46000,0,1
0,40,14,75000,0,4
0,47,11,31500,1,1
0,49,10,30200,1,1
1,26,14,24000,0,3
0,49,13,68000,1,1
1,24,9,8500,0,2
0,63,11,0,1,1
1,30,11,66000,1,1
0,23,9,35000,0,1
1,44,13,3000,1,1
0,76,16,0,0,1
0,22,9,12000,0,2
1,44,11,31000,1,4
1,37,9,0,1,2
0,34,9,40000,1,1
0,22,8,0,1,2
1,60,14,85000,1,2
0,27,14,30000,0,3
0,37,11,22000,1,1
1,93,9,90500,0,1
1,42,9,0,1,2
1,36,13,68100,1,4
1,57,13,68400,0,1
0,36,8,48000,1,2
0,51,11,2000,0,1
1,54,9,0,1,1
0,35,12,51000,0,1
0,39,3,14000,1,2
1,76,10,20400,0,3
1,52,9,0,1,1
0,44,14,25000,1,4
0,31,13,42000,1,2
1,80,9,7800,1,1
0,25,9,10000,0,1
0,63,9,61430,1,1
0,25,10,1200,0,1
0,33,10,28000,0,2
1,37,12,10000,1,3
0,50,11,21900,1,1
1,45,9,12000,0,1
1,53,9,40000,0,1
1,40,12,31930,1,1
0,62,3,6000,0,2
0,79,13,52000,0,1
1,27,9,0,0,1
0,56,10,98900,1,1
1,44,12,22400,1,1
1,19,9,0,1,2
1,39,9,5000,1,2
0,33,12,0,1,1
1,49,7,18000,0,1
1,60,9,0,1,1
1,81,9,18900,1,1
1,48,3,4000,1,4
0,26,13,48000,0,1
0,44,13,40900,1,1
1,32,9,15000,1,2
1,28,13,21000,0,4
1,18,12,0,0,3
1,38,13,0,1,1
1,58,11,2400,0,1
0,30,9,25000,0,1
0,21,9,760,0,3
0,20,9,27500,1,2
1,36,10,-5800,1,1
1,32,6,0,1,1
0,43,15,334000,1,1
1,32,13,44020,1,4
1,53,13,7000,1,1
0,35,13,22000,1,2
1,36,12,8000,0,4
1,84,14,31400,0,2
1,34,5,13000,0,4
1,37,9,60200,1,2
0,50,11,42860,1,1
1,84,9,55100,0,1
0,25,9,24000,0,2
0,20,11,2900,0,1
1,33,10,11500,0,3
0,32,15,60000,1,1
0,28,5,14500,0,2
1,29,12,8000,0,2
0,26,12,14000,1,1
1,26,10,0,1,2
1,22,10,0,0,1
1,23,9,5000,1,1
0,20,11,0,0,4
1,26,7,5700,0,2
0,75,12,137000,1,1
0,52,13,80000,1,1
0,46,13,0,0,1
0,77,10,23100,1,1
1,47,12,36500,0,1
1,38,10,40000,1,1
1,31,13,0,1,4
1,23,10,14000,0,1
1,33,9,0,0,2
0,73,11,18000,1,1
1,60,12,36000,0,4
0,31,8,14100,0,2
1,43,11,4000,1,1
1,73,9,41000,1,1
0,71,10,12000,1,1
0,34,13,36000,1,4
0,28,6,40000,0,2
1,59,11,58000,1,1
1,19,8,35000,0,1
0,64,12,1100,1,1
0,49,9,44000,1,1
0,22,12,47000,1,2
1,54,11,53400,1,1
1,28,8,1500,0,1
1,32,9,0,1,3
1,38,9,0,1,4
1,46,13,45000,1,1
1,20,3,0,1,2
1,25,11,3300,0,1
0,38,7,14100,0,1
1,38,11,31600,1,1
1,75,9,19500,0,1
1,46,11,22000,0,1
1,38,13,7800,1,1
0,44,9,67000,1,1
0,26,9,20000,0,2
0,25,13,2600,0,1
1,20,11,10800,0,2
0,19,10,4000,0,2
0,38,8,43000,1,4
1,27,13,23000,0,2
0,53,13,17500,1,1
1,35,14,40000,1,1
1,26,13,900,0,1
1,64,8,3700,1,1
1,53,11,0,1,1
1,63,3,0,1,2
1,65,14,54000,0,3
1,33,9,25000,0,1
0,72,13,10500,0,1
0,31,12,27000,0,1
0,66,10,9100,0,1
0,43,13,0,0,3
0,73,10,17900,1,1
0,61,14,134000,0,1
1,28,9,10900,0,3
1,72,3,8400,0,4
1,23,11,24000,1,2
1,87,11,36600,0,1
1,53,9,-10,0,1
0,43,11,21000,1,1
1,60,13,5000,1,1
1,21,9,7800,0,3
0,44,8,40000,0,1
1,81,10,17600,0,1
1,39,10,0,1,2
1,67,11,8600,1,1
1,54,11,0,1,1
0,29,9,23000,1,4
0,93,11,7200,1,1
0,51,12,55000,0,1
1,45,11,11400,1,1
1,71,8,6700,1,1
1,68,9,5700,1,1
1,38,9,0,0,1
1,35,4,31800,0,2
1,44,11,42000,1,1
0,31,10,104000,1,1
1,20,11,3100,0,4
1,32,10,36800,1,4
1,45,14,35000,1,1
1,61,13,0,1,1
0,58,12,8000,0,1
1,45,9,60000,1,3
1,36,11,28000,1,2
1,50,9,11000,1,1
0,37,4,23400,0,2
1,67,12,15700,1,1
0,69,15,46500,1,1
1,48,9,0,1,1
0,41,11,27000,1,2
0,41,13,125000,1,1
0,26,3,3500,1,2
0,47,13,411400,0,1
1,36,13,84000,1,4
1,55,1,5800,0,2
1,29,9,21100,1,1
1,65,11,35600,0,1
1,71,9,17500,1,1
1,61,10,13000,1,1
1,34,5,0,1,2
1,44,11,30000,0,1
1,57,5,0,1,4
0,66,11,12630,0,1
0,50,11,30000,0,1
1,85,13,71400,0,1
1,47,13,0,1,4
1,27,13,4700,1,2
1,61,11,18300,0,1
1,19,11,4190,0,2
1,21,11,12100,0,2
1,70,9,2700,1,1
0,32,13,52500,1,1
0,22,10,14000,0,4
1,40,13,18000,1,1
1,78,7,9620,0,1
1,62,11,5000,1,1
0,23,9,22000,0,2
1,46,13,55000,0,4
0,18,10,1304,0,1
1,33,8,0,1,2
0,31,6,22500,1,2
1,43,13,38600,0,1
0,52,13,0,1,4
0,68,8,23800,0,1
0,46,13,100700,1,4
1,51,12,29000,1,3
1,64,10,8600,0,1
0,35,8,750,0,2
1,25,9,0,0,4
0,18,9,3800,0,1
1,53,11,4800,1,3
0,34,11,48000,1,1
0,58,12,39500,1,1
1,33,9,13000,1,1
0,69,8,28700,0,1
1,21,9,10800,1,4
1,23,7,3200,1,2
1,36,11,0,1,1
1,27,11,40000,0,1
1,54,11,23600,1,1
1,44,8,3600,1,4
1,28,13,30000,0,1
0,58,14,117500,1,1
1,82,5,11200,1,1
0,50,12,66050,1,1
1,51,13,42000,1,1
0,67,11,48100,1,1
0,19,9,950,0,1
0,20,3,24000,0,4
1,46,10,25100,1,1
1,39,1,1200,1,2
0,56,12,40020,1,1
0,35,1,13000,1,2
0,50,11,-5100,1,1
1,18,10,6000,0,1
1,25,10,13000,0,2
0,24,10,14400,0,1
1,46,11,0,1,1
0,55,2,0,1,2
0,38,13,80000,1,1
1,61,1,0,0,4
1,19,9,17500,0,1
0,58,7,4000,0,1
1,64,1,5600,0,2
1,21,11,9308,0,3
0,22,1,16700,1,2
0,28,13,51000,0,1
1,39,7,4200,0,1
1,55,13,21200,0,1
0,29,1,64000,1,2
1,34,1,3200,1,2
0,64,12,18400,1,2
0,45,13,55000,0,1
1,25,11,14800,0,1
1,36,9,38900,1,1
1,72,10,25800,0,1
0,20,9,0,0,1
0,78,7,19900,0,1
1,20,3,7310,0,2
0,50,16,87500,1,1
1,69,4,10300,1,1
1,70,4,15900,0,1
1,39,3,7000,0,2
1,22,12,12200,0,4
1,40,12,580,0,1
1,24,5,0,1,2
0,37,11,40000,1,4
0,24,9,47000,0,4
1,18,10,0,0,1
1,73,4,9000,1,4
0,68,5,11800,1,1
0,24,12,45000,0,4
0,36,8,24000,1,2
0,39,8,0,0,1
1,34,14,3500,1,1
0,76,9,24500,1,1
1,64,11,14810,0,1
1,29,9,0,1,4
0,73,14,52000,1,1
0,62,8,14400,0,2
0,34,8,14000,0,2
0,65,1,19300,1,2
0,46,11,87000,1,1
0,45,10,70000,1,1
0,47,9,9000,1,1
0,61,10,9300,0,1
1,36,14,45000,0,2
0,18,7,0,0,2
1,73,2,5300,1,4
1,81,8,45500,0,1
0,31,13,55000,1,1
1,76,10,32500,0,1
1,62,3,0,1,2
1,43,12,45000,1,1
1,86,9,25800,0,1
0,37,13,45000,0,1
1,20,11,3900,0,2
0,24,12,0,0,4
0,52,9,18800,0,3
0,52,12,68700,1,1
1,34,13,75200,0,2
0,44,14,40000,1,1
1,53,8,1700,1,2
0,19,9,13000,0,2
1,52,12,38600,1,1
1,72,10,12400,0,1
0,56,14,85000,1,1
0,30,5,6600,0,2
0,44,2,13390,0,2
0,37,9,24000,0,1
0,49,12,33230,1,1
1,34,9,0,1,2
0,76,8,10000,0,4
1,19,11,4600,0,4
1,41,3,4000,0,2
0,64,8,4700,1,2
1,83,4,35400,0,1
0,20,9,6000,0,3
0,20,11,12000,1,1
0,56,10,22200,1,1
0,62,8,15000,1,1
1,66,14,33200,0,1
0,33,13,51000,0,4
1,39,9,15500,0,1
1,43,10,60000,0,1
1,63,9,5400,1,1
0,47,14,66130,0,1
0,78,14,82600,1,1
0,40,13,251000,1,4
1,74,10,32400,0,1
1,70,9,1100,1,1
1,34,13,0,1,4
0,78,12,48700,1,1
1,58,13,53900,0,1
0,41,16,120000,1,1
0,79,10,53300,1,1
1,64,14,18250,0,4
1,51,9,16700,0,1
1,46,5,24200,1,2
1,67,5,6300,1,1
1,43,11,12000,1,1
0,39,12,47000,1,3
1,33,11,0,1,4
0,30,6,15000,1,2
1,38,12,37900,1,1
1,64,11,43000,1,1
1,53,11,2600,0,2
1,43,13,13000,1,4
1,18,7,0,0,1
0,49,9,40000,0,1
1,79,9,18600,0,1
1,45,11,19700,1,1
0,69,7,9000,1,1
1,40,14,0,1,1
1,93,3,0,0,2
0,67,12,53400,1,1
0,23,10,4400,0,2
0,26,11,22900,1,4
1,40,14,18100,1,4
1,22,13,15000,0,1
1,54,11,12000,1,2
0,53,4,14700,1,4
0,39,11,22700,1,4
1,38,10,0,0,3
1,40,3,10000,0,2
0,29,9,18000,1,2
1,53,9,7000,1,1
0,43,13,62000,1,1
1,22,12,0,0,2
0,24,4,4300,1,2
1,46,14,35000,1,1
1,27,9,920,0,3
0,49,9,70000,0,1
0,52,14,128000,1,1
0,52,2,17000,0,2
1,42,6,12200,0,3
1,35,3,6000,1,2
0,59,11,107200,1,1
1,47,3,0,0,4
1,22,10,37000,0,1
1,21,11,6400,0,1
1,44,9,46000,1,1
1,76,1,8300,0,4
1,32,10,31000,0,1
1,57,11,10000,1,1
1,40,11,10800,1,2
0,44,1,13000,1,2
0,35,1,280,1,3
1,62,10,31660,0,2
1,93,9,18600,0,1
1,52,12,25000,1,4
0,50,9,65000,1,4
0,35,11,47200,0,3
0,36,11,151000,1,1
0,35,13,22000,0,4
1,34,13,-1150,1,1
0,42,9,0,0,1
0,71,9,41880,1,1
1,48,9,0,0,1
0,62,12,54000,1,3
1,26,9,6000,0,2
0,66,11,4000,1,1
0,32,14,48200,1,1
0,83,13,55500,0,1
1,51,13,54370,0,3
1,69,11,11000,1,1
1,28,15,200,0,4
1,56,12,46000,1,1
0,37,11,67000,1,2
1,30,13,35000,1,4
1,24,3,5000,1,2
1,46,10,37000,1,1
0,47,9,12000,1,1
0,60,13,18000,1,1
1,51,12,45000,1,1
1,73,9,8600,1,1
0,46,11,90000,1,1
1,23,7,5800,0,2
1,55,14,42100,1,1
1,22,13,8000,0,1
0,93,6,9100,1,3
0,22,13,32000,0,3
0,51,11,7200,1,1
0,46,12,55000,1,1
0,76,9,34100,0,1
0,24,9,15000,0,2
1,60,10,45100,0,4
1,28,11,29000,1,3
0,56,13,18500,1,4
0,33,9,35000,0,3
0,26,6,52300,1,2
0,30,8,31200,0,2
0,30,12,7000,0,2
1,51,13,0,0,3
1,34,6,0,0,3
0,19,5,5400,0,1
1,26,14,50000,0,1
0,37,10,8000,1,1
1,34,3,2700,0,2
1,34,14,40200,0,1
1,73,9,20310,1,1
0,86,8,26300,0,2
1,73,10,51500,1,1
1,67,13,23000,0,1
0,57,11,50220,1,1
0,25,10,8210,0,1
1,31,8,15400,1,2
0,56,10,41400,1,1
0,51,13,62000,1,1
1,69,9,15600,0,1
0,31,1,4300,0,1
1,67,9,20000,0,1
1,40,12,33400,1,2
1,32,12,22510,0,2
1,26,10,26200,1,1
1,22,10,0,0,1
1,19,10,0,0,4
1,78,13,3800,0,4
1,71,8,6000,0,4
1,36,1,4000,1,2
0,35,5,29400,1,2
0,55,9,8800,0,1
0,66,8,30500,1,2
1,34,9,13800,0,3
1,84,8,3800,1,1
1,70,9,18100,0,1
1,73,10,18900,0,1
1,55,14,60000,1,1
1,53,13,30000,0,4
1,35,11,0,1,1
0,50,12,50000,1,1
1,30,14,32600,1,1
0,43,13,21770,1,4
0,32,9,27300,0,2
1,20,11,33000,1,1
0,55,9,60000,1,1
0,23,9,8800,1,2
1,34,8,31500,1,1
1,24,13,0,1,4
1,79,11,1600,1,1
0,51,10,45000,0,1
0,45,13,15000,1,4
1,35,13,70000,0,1
1,19,7,6000,0,2
1,40,10,0,1,4
1,32,11,1060,1,1
1,46,11,23500,0,1
0,44,6,18000,1,2
0,44,6,0,1,2
1,27,14,12000,1,1
0,35,11,10000,0,1
1,31,10,26000,0,4
1,50,13,462000,0,1
1,79,14,6550,1,1
0,46,11,113000,1,1
1,79,8,6100,0,1
0,43,11,62240,1,1
1,48,13,40360,0,4
0,37,11,30000,1,4
0,29,9,14000,1,2
0,37,13,50000,1,4
1,31,9,8300,0,1
1,39,3,0,1,2
0,29,5,4500,0,2
0,43,3,12000,0,3
1,26,3,22000,0,2
1,18,9,0,0,1
0,33,11,28050,0,2
1,31,13,50250,1,1
0,20,9,5000,0,2
1,30,8,12000,1,2
0,24,11,4800,0,2
1,63,14,36000,1,1
1,27,11,10900,0,2
1,21,11,1000,1,1
1,51,13,57000,1,1
0,39,10,325000,1,1
1,44,10,20000,0,2
0,19,9,1300,0,4
0,51,13,30000,1,1
0,83,9,46300,1,1
0,36,11,83000,0,2
0,31,3,18000,1,2
1,19,11,9000,0,1
0,22,9,1800,0,3
1,50,2,0,1,2
0,58,11,33000,1,1
0,67,13,150300,1,1
1,57,15,0,1,1
0,24,11,14400,0,2
0,41,13,41000,1,1
1,37,3,7000,0,2
1,80,13,0,0,4
0,42,11,4460,0,2
1,26,13,13010,0,1
0,83,14,55820,1,1
1,48,13,2600,1,4
1,49,16,69080,1,1
1,46,13,60000,1,1
1,23,12,15100,0,1
1,34,9,0,1,4
1,54,15,86010,1,1
1,53,1,0,1,2
1,21,7,0,0,2
1,51,14,76000,1,1
0,24,9,16100,1,1
1,45,14,40000,0,1
1,56,14,56000,1,4
0,50,12,54090,1,1
1,53,13,0,1,1
1,58,9,10000,0,1
0,49,11,35500,1,3
1,43,11,12000,0,1
0,62,11,30400,1,1
0,41,11,11500,0,1
0,29,11,20000,1,1
1,21,11,7000,0,2
1,88,9,0,1,1
0,28,13,30000,1,4
1,35,9,31600,1,2
1,50,10,0,1,1
0,87,10,152900,1,1
0,59,10,331200,1,1
0,19,11,11300,1,1
0,21,9,12000,0,1
1,29,13,30000,1,1
1,35,3,0,1,2
0,36,8,36000,1,4
0,43,9,7000,0,1
0,85,8,23800,1,4
0,52,11,37000,1,1
1,23,12,34900,0,1
1,38,11,11800,1,1
1,55,14,76000,0,1
0,24,6,14000,0,1
1,30,13,40000,0,1
1,31,11,85000,0,1
1,39,13,52100,0,1
1,29,13,40040,1,2
1,38,12,0,1,1
0,48,14,59200,1,1
1,22,9,0,0,1
0,68,1,9600,0,2
0,70,11,11000,0,1
1,27,4,3500,0,2
1,21,9,0,0,1
1,73,10,14320,1,1
1,38,13,251000,1,2
1,19,11,0,0,1
1,48,9,0,1,2
0,42,1,12000,0,2
0,28,13,46500,0,1
0,87,6,15600,1,1
1,24,13,57200,0,1
0,51,13,80000,0,1
0,48,13,32100,1,1
1,41,11,64000,0,3
0,19,11,0,0,3
1,24,12,26000,0,1
0,54,11,50000,1,1
1,21,11,0,0,4
1,23,5,0,1,4
0,75,9,9100,1,1
1,20,11,2400,1,1
1,38,11,0,1,2
1,60,13,20000,0,1
0,36,13,111000,1,4
1,64,11,-2200,0,4
0,40,1,4350,1,2
1,38,13,75000,1,1
1,31,9,28000,0,2
0,67,9,15500,1,1
1,30,5,0,1,2
0,32,3,12400,1,2
1,37,7,10400,1,2
0,73,4,13700,1,1
0,24,7,0,0,2
1,54,2,21000,1,2
0,42,9,0,1,2
1,23,11,23000,0,2
1,79,16,8500,1,1
1,30,13,0,1,1
1,66,1,6600,0,2
0,32,1,23000,1,2
0,41,3,870,1,2
1,37,12,0,1,1
0,34,9,27000,0,2
1,27,11,33000,0,1
1,42,11,14060,0,1
0,40,13,30000,1,1
0,39,13,104500,1,1
1,40,9,38400,0,1
0,65,13,42700,1,1
0,73,5,22000,1,1
0,37,11,56000,1,4
1,60,6,5000,0,1
1,60,13,0,0,3
0,77,13,46000,1,1
0,39,16,66500,1,1
0,26,11,60000,1,2
0,30,3,18800,0,3
0,65,14,35900,1,1
1,52,14,75100,1,1
0,45,10,37700,1,1
1,67,2,4200,0,4
1,83,10,0,1,1
0,39,9,76000,1,1
1,51,10,29000,0,1
0,45,13,11000,1,1
0,55,13,63750,1,4
1,43,11,5000,0,1
1,41,13,6600,0,1
0,39,14,90500,1,1
0,55,5,52000,1,2
0,33,9,35000,0,1
1,27,11,800,1,1
0,49,13,1e+05,1,4
1,68,14,18000,0,1
0,59,9,62000,1,3
0,28,9,0,1,2
1,20,5,5000,0,2
0,39,10,22000,0,1
1,57,9,113000,0,1
1,72,9,7800,1,1
0,46,13,30000,1,1
1,79,9,19900,1,1
1,36,1,14300,1,2
1,39,11,50000,0,4
1,53,8,9800,1,1
1,19,7,0,0,1
1,28,13,0,1,2
1,49,10,27000,1,1
1,26,10,16900,0,2
0,44,11,9600,1,3
1,39,13,6000,1,1
1,39,9,2270,0,2
0,20,11,20000,0,1
0,48,13,61300,1,1
1,34,11,23100,1,2
0,30,12,60000,1,1
1,86,14,19900,0,3
0,41,4,33000,1,2
1,29,11,30000,0,1
1,39,13,48060,0,1
1,43,9,23100,0,2
1,32,12,9500,1,2
1,67,11,13000,0,2
1,42,15,325150,0,1
1,35,9,141200,1,1
0,32,13,40000,1,1
0,43,9,0,0,2
1,19,7,4900,0,2
1,31,11,34000,0,1
0,23,13,0,0,4
1,47,9,0,0,3
0,49,12,58000,1,3
0,33,12,0,0,4
0,32,11,48100,1,1
0,25,3,780,0,2
0,30,14,53840,1,1
1,72,8,1200,1,1
1,20,12,0,0,2
1,45,10,11500,0,1
1,62,3,6000,1,2
0,31,11,45000,1,2
0,72,5,10700,1,4
0,76,3,18700,1,1
1,33,9,0,1,1
1,44,14,128000,1,1
0,52,9,2500,0,4
0,56,6,13200,1,4
1,38,4,9000,1,2
1,36,11,30000,1,1
0,56,9,10200,0,1
0,39,4,25000,0,1
0,36,7,17500,1,1
1,69,11,28500,0,3
1,87,1,7200,1,1
1,28,14,90000,0,1
1,67,11,155800,1,1
0,37,16,20000,1,1
1,38,9,34000,1,1
1,80,9,12300,0,1
1,51,9,31000,1,3
1,44,9,26000,0,2
1,18,11,11000,0,1
1,45,11,50000,1,1
1,37,13,38000,1,4
1,42,9,20000,1,2
0,31,11,325000,0,1
1,33,9,28000,1,2
0,43,9,0,0,2
0,44,13,60000,0,1
1,19,9,0,0,1
0,25,9,34000,0,2
0,54,16,101100,1,2
1,80,13,48500,0,1
0,32,4,45800,1,2
1,58,11,49800,0,4
0,55,13,65000,0,1
1,18,10,0,0,4
0,18,10,3400,0,1
0,74,4,37000,1,1
0,35,1,54500,1,2
0,54,9,22700,1,1
0,24,13,0,0,4
0,19,9,0,0,2
1,34,12,0,1,1
1,76,9,57500,0,1
0,39,10,22200,0,1
0,31,13,24800,0,3
0,43,11,28000,0,1
1,47,12,50000,1,1
1,45,12,40000,1,1
0,49,4,13400,1,1
1,45,9,68030,1,1
1,65,9,15000,1,1
0,56,13,24900,0,1
0,22,9,18000,1,1
0,38,13,16000,1,1
1,51,3,0,0,2
1,57,8,0,1,1
0,41,11,48500,0,1
0,37,9,98800,1,2
1,75,7,8500,0,1
1,32,9,11000,1,2
1,57,10,0,1,1
1,35,9,30000,1,1
0,32,11,16700,0,2
0,28,13,65000,0,1
1,38,11,44000,0,1
1,45,10,32330,0,1
0,47,11,36860,1,1
1,23,9,0,0,2
0,59,13,4600,1,1
0,43,11,15000,1,1
1,50,10,31980,0,1
0,42,11,112600,1,1
1,44,11,38300,1,1
1,59,13,12750,1,1
1,40,11,48000,1,3
0,48,4,18000,0,1
0,76,8,16600,0,1
1,34,1,0,1,2
0,41,3,35000,1,2
1,93,9,8400,0,1
0,33,7,22000,1,1
0,20,10,11600,1,1
0,33,3,22000,1,2
1,72,12,33000,1,1
1,19,9,9600,0,1
1,70,12,24360,0,1
1,36,5,12000,1,2
1,66,11,21900,0,1
1,19,11,2100,1,2
0,23,5,15000,1,2
1,55,9,7400,1,1
1,53,1,0,0,2
1,43,11,29000,1,3
1,63,12,22100,0,1
0,47,11,32000,1,1
0,33,9,20000,1,1
0,56,10,43000,1,1
1,22,9,3000,1,2
1,20,11,1800,0,1
1,41,9,0,1,2
1,39,11,72000,1,1
0,60,9,38000,1,1
1,52,9,0,1,1
1,22,12,9000,0,1
1,39,10,3000,1,2
1,46,14,53500,0,1
0,66,14,26300,1,1
0,22,8,0,0,4
0,20,9,13000,0,1
1,93,14,6100,0,1
0,58,12,137000,1,1
0,38,11,7300,1,4
1,45,13,10700,1,1
1,57,13,17900,1,4
1,53,12,55700,0,1
0,32,10,30000,1,2
0,35,9,31360,1,2
0,60,11,114800,1,1
0,27,1,20000,0,2
0,36,5,0,0,2
1,55,9,12500,1,3
1,58,13,42100,1,1
1,51,3,0,1,2
0,23,9,0,0,4
1,28,5,10000,1,2
0,51,13,462000,1,1
1,54,11,14000,1,1
1,83,9,6600,0,3
0,38,10,60500,1,1
1,87,15,40000,0,1
0,22,9,0,0,1
0,61,2,17700,0,4
1,32,13,16500,0,1
0,49,12,69600,0,3
0,43,13,50000,1,1
0,57,3,87000,1,4
0,26,13,63000,0,4
1,29,11,0,1,2
1,33,12,1500,1,1
1,66,9,0,0,2
1,45,3,12000,1,2
1,55,6,15200,1,2
0,47,15,355000,1,1
1,74,13,5300,1,1
0,59,9,1e+05,1,1
0,56,10,9000,0,1
0,47,13,72000,1,1
1,44,4,12000,1,2
1,18,9,8500,0,2
1,48,12,0,0,1
0,46,9,41000,1,1
1,55,10,37500,0,1
0,48,13,254000,1,1
1,21,4,8000,0,2
0,44,11,30000,1,1
1,30,9,25000,1,2
0,18,10,0,0,2
0,77,9,163400,1,1
1,54,8,10000,1,4
1,43,11,21000,1,4
0,45,9,39000,1,2
1,42,9,0,0,2
0,23,5,6200,0,2
0,30,11,82000,0,1
0,25,3,12000,1,2
0,47,15,335000,1,1
1,42,14,0,1,1
0,26,9,280,1,1
1,75,4,7800,0,4
1,81,9,9000,0,3
0,53,13,84000,1,1
0,26,1,10290,0,2
0,61,12,65000,1,3
1,65,3,10400,0,2
0,79,9,8200,0,3
1,66,11,14300,0,1
1,49,14,145000,0,1
1,25,11,7000,0,1
0,63,10,70000,1,1
0,19,9,4500,0,1
0,42,9,53000,1,1
1,84,9,30700,0,1
0,40,9,36000,1,4
0,30,9,10000,0,1
0,39,11,48000,1,1
0,38,15,50000,1,1
0,20,4,1700,0,2
1,49,12,6000,1,1
1,23,12,800,0,4
0,38,3,25000,1,2
1,26,9,9600,0,1
0,77,16,85000,0,1
0,45,13,97600,1,1
1,19,9,0,0,1
1,19,11,630,0,2
1,52,11,37300,0,2
1,45,12,25200,0,4
1,28,11,16000,1,2
0,32,5,17000,1,2
1,37,9,24000,1,1
0,29,12,69000,0,1
1,60,4,400,1,4
1,19,10,0,0,1
0,31,12,58000,1,1
0,38,11,59000,1,2
1,71,11,7800,0,1
0,70,13,31000,0,1
0,39,11,26000,0,1
0,53,13,55190,0,1
1,37,9,0,0,2
0,53,14,142200,1,1
0,39,3,2400,1,2
0,28,4,7000,0,2
1,27,10,1710,0,3
0,45,13,80000,0,1
0,21,9,12000,0,1
1,52,10,63000,0,3
1,27,3,0,1,2
0,31,7,18700,1,2
0,53,3,40000,1,2
0,63,3,48800,1,2
1,39,12,30000,1,1
0,30,14,60000,0,1
1,55,1,10100,1,2
0,65,16,76000,1,1
1,19,9,0,0,4
1,19,9,0,1,2
1,52,2,0,1,2
0,54,13,40000,1,1
0,56,11,101400,1,2
0,28,11,28000,1,2
1,31,13,500,1,1
0,59,14,87500,1,1
1,31,9,190,1,2
0,81,3,6200,0,1
1,46,8,110,1,4
1,25,13,6000,0,3
0,48,9,12800,1,1
0,50,10,55000,1,2
0,31,11,32000,1,1
1,34,9,30000,0,2
1,33,2,7500,0,1
0,35,9,12000,1,2
1,67,7,6000,1,1
0,47,13,45000,1,1
0,36,11,105000,1,2
1,54,11,23000,0,1
1,22,9,10700,1,2
1,54,11,5420,1,1
1,27,3,128500,0,2
1,35,7,0,1,2
0,41,11,19000,1,4
1,26,14,0,1,4
1,19,11,3100,0,1
1,44,9,42100,1,2
0,36,13,81000,1,1
1,28,13,17500,1,4
1,53,12,10400,0,3
0,40,5,30000,1,2
1,64,9,33400,0,1
0,22,11,350,0,4
1,63,11,8200,1,1
1,21,9,6000,0,2
1,28,9,6400,0,1
1,40,13,18000,1,1
1,67,9,2100,1,1
1,42,9,1200,1,1
1,59,13,0,1,1
1,42,9,790,1,4
1,37,13,0,1,4
0,33,8,30000,0,1
0,39,9,8400,1,3
0,43,12,35000,1,1
0,20,10,17000,0,4
0,25,5,25000,0,2
0,47,1,7000,1,2
1,55,13,71000,1,1
1,28,9,0,1,2
1,26,13,0,0,4
1,25,4,400,1,2
1,59,11,18800,0,1
